,Umag,Bmag,Vmag,Imag,Jmag,Hmag,Ksmag,[3.6],[4.5],[5.8],[8.0],[24],SpClass
129,0.08261014127712718,-0.6818175430379181,-2.4068242699256035,-4.9483487584902495,-6.262999999999999,-7.083999999999999,-7.402999999999999,-7.6881,-7.712099999999999,-7.900699999999999,-8.297699999999999,-10.1567,OAGB
130,-2.172999999999999,-4.324,-6.430000000000001,-8.957999999999998,-8.29232600365696,-9.100479387565198,-9.56449779371557,-11.5273,-11.6029,-11.9179,-12.4212,-14.6831,RSG
131,-5.861,-5.18,-7.335999999999999,-6.672,-6.842999999999999,-7.073999999999999,-7.513,-8.7823,-9.3152,-9.828,-10.598299999999998,-12.2839,OAGB
132,-0.1829999999999997,-0.1350000000000012,-0.8260000000000014,-1.0149999999999997,-1.7360000000000009,-2.8170000000000006,-3.561000000000001,-5.735000000000001,-6.361000000000001,-7.835000000000001,-9.911,-15.778,YSO
133,0.6798443927889131,-0.23709344068568128,-1.8924029802352882,-5.306306392622453,-7.256,-8.417,-8.915076285776308,-9.795000000000002,-10.312,-10.651000000000002,-11.049,-11.898,CAGB
134,-3.319000000000001,-2.626000000000001,-2.5859999999999994,-2.426000000000001,-1.2360000000000009,-2.327000000000002,-3.871000000000001,-6.645000000000001,-7.734,-8.590000000000002,-9.658,-13.760000000000002,YSO
135,2.3011119344431665,3.4010000000000016,2.478000000000001,1.537000000000002,0.3769999999999997,-1.4639999999999995,-3.4330000000000003,-6.654999999999999,-8.3418,-9.4797,-10.3953,-14.7674,YSO
136,0.6587137378637418,-0.061618728223267416,-1.7727620029739461,-4.140510414416493,-5.906000000000001,-7.197000000000002,-8.121,-9.071000000000002,-9.223,-9.577000000000002,-10.018,-10.222,CAGB
137,2.50472616509465,1.9700000000000009,-1.2300000000000009,-4.537999999999999,-6.362999999999999,-7.534,-8.461146733406828,-8.9992,-9.0314,-9.2768,-9.7406,-10.895432359086264,CAGB
138,-0.9119999999999996,-2.584999999999999,-4.268999999999999,-5.956,-7.182999999999999,-8.0011536321286,-8.00327851677417,-8.3485,-8.178099999999999,-8.3156,-8.3164,-8.725302781601979,OAGB
139,3.2976204470412145,2.519,0.8100000000000018,-1.294000000000001,-4.682999999999999,-5.764,-6.363,-7.387399999999999,-7.909799999999999,-8.4884,-9.318,-11.293399999999998,OAGB
140,-1.3260000000000012,-0.2460000000000002,-0.210999999999999,-1.0999999999999983,-1.6930000000000005,-2.064000000000001,-4.183,-7.377599999999999,-8.4352,-9.5801,-10.7035,-15.212,YSO
141,1.449000000000001,0.4970000000000019,-0.8129999999999993,-1.4439999999999995,-2.803,-3.374,-4.212999999999999,-6.1389,-6.9324,-8.318,-10.3375,-14.8398,YSO
142,0.3339999999999989,0.4930000000000005,-0.3789999999999982,-1.3239999999999983,-2.4430000000000005,-3.5539999999999994,-4.693,-6.929599999999999,-7.567399999999999,-8.7053,-10.1162,-15.0295,YSO
143,1.3410000000000004,0.3170000000000021,-1.206,-4.473,-6.153,-7.134,-7.362999999999999,-7.649099999999999,-7.642799999999999,-7.8384,-7.999699999999999,-9.339,OAGB
144,-0.042018578491875846,-1.8562776603250313,-0.8329141043985909,-0.7084103727883528,-0.4930000000000012,-1.7739999999999985,-1.953,-6.119299999999999,-8.1448,-9.8223,-11.1942,-16.360599999999998,YSO
145,1.931256475893139,1.824,-2.0739999999999985,-3.982,-6.573,-7.503999999999999,-8.339328556184736,-8.2846,-8.2949,-8.380799999999999,-8.683,-8.9256,CAGB
146,-1.5500000000000005,-1.1440000000000017,-1.253000000000001,-1.0726724552462608,-1.6260000000000014,-3.127000000000001,-5.191000000000002,-8.690000000000001,-10.182,-11.559,-13.117,-18.183,YSO
147,-3.4570000000000007,-4.760000000000002,-6.675000000000002,-9.121,-8.353033406761368,-8.90762364619836,-9.311013848781112,-11.007,-11.003,-11.267,-11.577000000000002,-13.484000000000002,RSG
